,targeet_id,symbol,log2FC,pvalue,padj,statistic,baseMean
27705,NM_001199763.2,PTPRN,0,1,NA,0,0.033751398
27706,NM_001007089.4,RESP18,NA,NA,NA,NA,0
27707,NM_001319119.2,DNPEP,-1.034492502,0.809322275,NA,-0.241300434,0.409958084
27708,NM_012100.4,DNPEP,0,1,NA,0,1.642879531
27709,NM_001319120.2,DNPEP,0,1,NA,0,0.285444696
27710,NM_001319122.2,DNPEP,-1.057209005,0.489128792,NA,-0.691695152,2.440954857
27711,NM_001319116.2,DNPEP,0,1,NA,0,0.294305288
27712,NM_001319117.2,DNPEP,0.396096663,0.914792546,NA,0.106995505,0.535056014
27713,NM_001927.4,DES,-1.069193346,0.562319539,NA,-0.579399651,0.876251797
27714,NM_005876.5,SPEG,-3.516545966,0.050903546,NA,-1.952292007,1.714154889
27715,NM_001173476.2,SPEG,-1.338586549,0.118454658,NA,-1.561292902,5.73506834
27716,NM_001286811.1,SPEGNB,-1.0345529,0.750519777,NA,-0.31795407,0.384421157
27717,NM_024536.6,CHPF,-2.65334587,0.155545749,NA,-1.420212762,2.837537891
27718,NM_001005209.3,TMEM198,-2.07451561,0.137271808,NA,-1.486027648,3.919387255
27719,NM_015311.3,OBSL1,-1.933129229,0.473138551,NA,-0.717381793,0.866645829
27720,NM_002191.4,INHA,0.51098672,0.755026797,NA,0.312018062,1.790613396
27721,NM_005070.4,SLC4A3,-3.516591901,0.053844205,NA,-1.928087806,2.096455806
27722,NM_001363748.2,EPHA4,-0.060244919,0.969197152,NA,-0.038615239,1.284499403
27723,NM_001304537.2,EPHA4,0,1,NA,0,0.142546715
27724,NM_181458.4,PAX3,-0.52729418,0.827976222,NA,-0.217297863,2.759889492
27725,NM_181459.4,PAX3,-1.034563586,0.728428183,NA,-0.347217156,0.405366064
27726,NM_181461.4,PAX3,0.685938366,0.495951535,NA,0.680873504,3.750763695
27727,NM_181460.4,PAX3,0,1,NA,0,0.032953778
27728,NM_001127366.3,PAX3,0.007157675,0.992976753,NA,0.008802449,7.855445538
27729,NM_181457.4,PAX3,-0.073233089,0.960653535,NA,-0.049333485,1.087513894
27730,NM_000438.6,PAX3,0.39417078,0.951458387,NA,0.060875468,0.253304899
27731,NM_013942.5,PAX3,-1.034508868,0.891208416,NA,-0.136775289,0.032512673
27732,NM_152386.4,SGPP2,-2.933097462,0.147137239,NA,-1.449717767,1.036685535
27733,NM_001320833.2,SGPP2,NA,NA,NA,NA,0
27734,NM_058165.3,MOGAT1,2.369677119,0.75186238,NA,0.316184621,0.120742306
27735,NM_001354158.2,ACSL3,1.591067323,0.339897226,NA,0.954368341,7.218779191
27736,NM_003469.5,SCG2,0.511881167,0.604928394,NA,0.517326305,1.786661824
27737,NM_001136528.2,SERPINE2,-1.063274273,0.649501138,NA,-0.454455328,0.879158126
27738,NM_001122779.2,FAM124B,NA,NA,NA,NA,0
27739,NM_001290263.2,DOCK10,0,1,NA,0,0.147277913
27740,NM_001363762.1,DOCK10,NA,NA,NA,NA,0
27741,NM_014689.3,DOCK10,NA,NA,NA,NA,0
27742,NM_001371273.1,NYAP2,NA,NA,NA,NA,0
27743,NM_001349071.2,RHBDD1,0,1,NA,0,0.470979826
27744,NM_032276.5,RHBDD1,0.06827112,0.949694317,NA,0.063090654,4.824374876
27745,NM_001349072.2,RHBDD1,-0.383550166,0.565990652,NA,-0.573966233,6.160244875
27746,NM_000091.5,COL4A3,-0.373578831,0.499673992,NA,-0.675002791,8.893894571
27747,NM_001277064.2,MFF,0.28976885,0.620652017,NA,0.494926481,7.759217729
27748,NM_001277063.2,MFF,0.780032443,0.232147022,NA,1.194846466,6.388038135
27749,NM_001277061.2,MFF,NA,NA,NA,NA,0
27750,NM_001277068.1,MFF,-1.093405974,0.423752342,NA,-0.799928297,4.820347737
27751,NM_024795.4,TM4SF20,-0.073218233,0.960980188,NA,-0.048923592,0.989262367
27752,NM_001371412.1,SLC19A3,2.393760135,0.202984124,NA,1.273095589,0.895270989
27753,NM_001371414.1,SLC19A3,-1.485937573,0.389263895,NA,-0.860953063,1.29732764
27754,NM_001371411.1,SLC19A3,NA,NA,NA,NA,0
27755,NM_001371413.1,SLC19A3,0,1,NA,0,0.057828827
27756,NM_025243.4,SLC19A3,-1.807852221,0.278919272,NA,-1.082750298,1.781831188
27757,NM_001130046.2,CCL20,-1.034393089,0.891220516,NA,-0.136759982,0.150704438
27758,NM_004591.3,CCL20,1.408585066,0.852187681,NA,0.186327835,0.272673829
27759,NM_178821.3,DAW1,-0.07318019,0.961789044,NA,-0.047908652,0.832892453
27760,NM_001142644.2,SPHKAP,NA,NA,NA,NA,0
27761,NM_001330156.1,PID1,NA,NA,NA,NA,0
27762,NM_017933.5,PID1,NA,NA,NA,NA,0
27763,NM_001330158.2,PID1,NA,NA,NA,NA,0
27764,NM_001100818.2,PID1,NA,NA,NA,NA,0
27765,NM_001330157.2,PID1,NA,NA,NA,NA,0
27766,NM_139072.4,DNER,-0.81068116,0.544136398,NA,-0.606569874,1.545020281
27767,NM_001348325.2,TRIP12,0,1,NA,0,0.029505285
27768,NM_001348330.2,TRIP12,0,1,NA,0,0.032696623
27769,NM_001348327.2,TRIP12,-0.496219263,0.854298696,NA,-0.183636412,0.546279169
27770,NM_001348320.2,TRIP12,NA,NA,NA,NA,0
27771,NM_001348315.2,TRIP12,0,1,NA,0,0.066840167
27772,NM_001348318.2,TRIP12,NA,NA,NA,NA,0
27773,NM_001348326.2,TRIP12,0,1,NA,0,0.029546934
27774,NM_001348329.2,TRIP12,0,1,NA,0,0.030055809
27775,NM_001348324.2,TRIP12,0.447033934,0.952845544,NA,0.059133792,0.287740641
27776,NM_001348316.2,TRIP12,0,1,NA,0,0.064203541
27777,NM_001348322.1,TRIP12,-0.4939047,0.506777096,NA,-0.663864412,8.336615631
27778,NM_001348321.1,TRIP12,1.361690163,0.586532928,NA,0.543867103,0.545600976
27779,NM_001348333.1,TRIP12,0.35778618,0.711704499,NA,0.369567865,3.457614819
27780,NM_001348319.1,TRIP12,0.09630912,0.945957941,NA,0.067783548,3.611547848
27781,NM_001348332.1,TRIP12,0.879313124,0.255493239,NA,1.137107763,7.158143159
27782,NM_001348317.1,TRIP12,1.363902512,0.540101097,NA,0.612660121,0.954686393
27783,NM_001348331.1,TRIP12,0,1,NA,0,0.662246479
27784,NM_004238.3,TRIP12,2.27880017,0.277197404,NA,1.086636688,1.568824974
27785,NM_001284216.2,TRIP12,1.355802687,0.857711321,NA,0.179288315,0.874217517
27786,NM_001348334.1,TRIP12,0.024081781,0.98095713,NA,0.023868964,2.048478611
27787,NM_001348336.1,TRIP12,0,1,NA,0,0.291889727
27788,NM_174899.5,FBXO36,0.096665541,0.878211933,NA,0.153236299,5.259140917
27789,NM_001185015.2,SP110,0.393897349,0.958458525,NA,0.052088062,0.246696992
27790,NM_001005176.3,SP140,0,1,NA,0,0.029986897
27791,NM_001278453.2,SP140,0,1,NA,0,0.030064724
27792,NM_001278452.2,SP140,NA,NA,NA,NA,0
27793,NM_007237.5,SP140,0,1,NA,0,0.027957144
27794,NM_001206701.2,SP100,0,1,NA,0,2.104356844
27795,NM_003113.4,SP100,0,1,NA,0,0.089456767
27796,NM_001080391.2,SP100,-0.225366742,0.786593945,NA,-0.270736184,3.68041421
27797,NM_001287240.2,ITM2C,0,1,NA,0,0.215992415
27798,NM_001287241.2,ITM2C,NA,NA,NA,NA,0
27799,NM_001012516.2,ITM2C,-0.500810935,0.860518102,NA,-0.17571468,0.812160875
27800,NM_005683.4,GPR55,NA,NA,NA,NA,0
27801,NM_000867.5,HTR2B,0,1,NA,0,0.029986897
27802,NM_001320758.2,HTR2B,0,1,NA,0,0.031656061
27803,NM_001352758.2,ARMC9,1.356213876,0.821615601,NA,0.225467506,0.789096676
27804,NM_001291656.2,ARMC9,2.029947652,0.476481044,NA,0.711973729,2.098846139
27805,NM_001352757.2,ARMC9,1.063325545,0.480816046,NA,0.704990664,3.83645254
27806,NM_001352759.2,ARMC9,0,1,NA,0,0.389623791
27807,NM_025139.6,ARMC9,-1.125393484,0.210638294,NA,-1.251812227,7.984405637
27808,NM_001352756.2,ARMC9,NA,NA,NA,NA,0
27809,NM_001352755.2,ARMC9,0.393847357,0.958463805,NA,0.052081436,0.164191532
27810,NM_001352754.2,ARMC9,-0.105548722,0.845855776,NA,-0.19440883,8.513650521
27811,NM_001271466.4,ARMC9,2.370012717,0.320204345,NA,0.994038046,0.554798806
27812,NM_145236.3,B3GNT7,-0.164899289,0.857426348,NA,-0.179651275,3.157340596
27813,NM_006056.5,NMUR1,-0.295791672,0.773647418,NA,-0.287607219,2.207021477
27814,NM_152614.3,TEX44,NA,NA,NA,NA,0
27815,NM_001282949.3,COPS7B,-1.034475851,0.891211867,NA,-0.136770924,0.064309235
27816,NM_001282950.3,COPS7B,0,1,NA,0,0.15728806
27817,NM_001308381.2,COPS7B,0.492740733,0.785238963,NA,0.272498215,0.928316483
27818,NM_001632.5,ALPP,-1.908896665,0.099185674,NA,-1.648814349,5.630237864
27819,NM_031313.3,ALPG,0,1,NA,0,0.225019131
27820,NM_001631.5,ALPI,NA,NA,NA,NA,0
27821,NM_004826.4,ECEL1,-2.489414993,0.050142198,NA,-1.958748924,4.111847896
27822,NM_001290787.2,ECEL1,NA,NA,NA,NA,0
27823,NM_001195129.2,PRSS56,NA,NA,NA,NA,0
27824,NM_001369848.1,PRSS56,NA,NA,NA,NA,0
27825,NM_001311196.2,CHRND,NA,NA,NA,NA,0
27826,NM_001311195.2,CHRND,NA,NA,NA,NA,0
27827,NM_000751.3,CHRND,NA,NA,NA,NA,0
27828,NM_005199.5,CHRNG,-0.948001568,0.306502833,NA,-1.022587688,3.477523303
27829,NM_001308395.2,EFHD1,2.034074686,0.625854221,NA,0.487570322,0.412614108
27830,NM_001103147.2,GIGYF2,0.291888548,0.660103291,NA,0.439770562,4.998023509
27831,NM_002242.4,KCNJ13,2.37011552,0.38836602,NA,0.862584382,0.397228635
27832,NM_001172416.1,KCNJ13,0,1,NA,0,0.029546934
27833,NM_001172417.1,KCNJ13,NA,NA,NA,NA,0
27834,NM_206895.3,SNORC,-1.933744938,0.745574886,NA,-0.324479703,0.513587412
27835,NM_001346121.1,SNORC,-0.073237992,0.962504495,NA,-0.047010956,1.172861541
27836,NM_019850.3,NGEF,NA,NA,NA,NA,0
27837,NM_005383.2,NEU2,NA,NA,NA,NA,0
27838,NM_005541.5,INPP5D,-0.931211909,0.248617524,NA,-1.1537138,3.55320824
27839,NM_001017915.3,INPP5D,-0.907430038,0.435019775,NA,-0.780630623,1.507936465
27840,NM_001190266.2,ATG16L1,0,1,NA,0,0.790587882
27841,NM_001190267.2,ATG16L1,1.356504599,0.792772175,NA,0.262712508,0.368205252
27842,NM_030803.7,ATG16L1,-1.367820203,0.060857931,NA,-1.874526222,7.568742886
27843,NM_001363742.2,ATG16L1,0.502297331,0.652514938,NA,0.450271151,2.317898321
27844,NM_000541.5,SAG,NA,NA,NA,NA,0
27845,NM_019076.4,UGT1A8,NA,NA,NA,NA,0
27846,NM_019075.2,UGT1A10,NA,NA,NA,NA,0
27847,NM_021027.3,UGT1A9,NA,NA,NA,NA,0
27848,NM_019077.2,UGT1A7,NA,NA,NA,NA,0
27849,NM_205862.2,UGT1A6,NA,NA,NA,NA,0
27850,NM_001072.4,UGT1A6,NA,NA,NA,NA,0
27851,NM_019078.1,UGT1A5,NA,NA,NA,NA,0
27852,NM_007120.3,UGT1A4,NA,NA,NA,NA,0
27853,NM_001001394.4,DNAJB3,NA,NA,NA,NA,0
27854,NM_000463.3,UGT1A1,NA,NA,NA,NA,0
27855,NM_001367507.1,MROH2A,NA,NA,NA,NA,0
27856,NM_024080.5,TRPM8,0,1,NA,0,0.030561081
27857,NM_006944.3,SPP2,NA,NA,NA,NA,0
27858,NM_001282431.2,ARL4C,1.533770975,0.12465066,NA,1.535542362,5.087986624
27859,NM_014521.3,SH3BP4,-3.652652131,0.049802544,NA,-1.96165603,4.166094896
27860,NM_001371302.1,SH3BP4,0,1,NA,0,0.087221725
27861,NM_001371304.1,SH3BP4,0,1,NA,0,0.030055809
27862,NM_001371303.1,SH3BP4,0,1,NA,0,0.030305716
27863,NM_001371305.1,SH3BP4,1.355596756,0.857732882,NA,0.179260855,0.125793796
27864,NM_001244888.2,AGAP1,NA,NA,NA,NA,0
27865,NM_001037131.3,AGAP1,-1.237520428,0.29193052,NA,-1.053896031,3.277044726
27866,NM_001301687.2,GBX2,0,1,NA,0,0.191498042
27867,NM_001485.4,GBX2,-0.073718468,0.945957739,NA,-0.067783801,1.802375643
27868,NM_212556.3,ASB18,-2.51548202,0.190140598,NA,-1.310163299,0.68474283
27869,NM_024726.5,IQCA1,-0.073204331,0.922629799,NA,-0.097121636,3.728021591
27870,NM_020311.3,ACKR3,NA,NA,NA,NA,0
27871,NM_004369.4,COL6A3,NA,NA,NA,NA,0
27872,NM_057166.5,COL6A3,0,1,NA,0,0.031434899
27873,NM_057165.5,COL6A3,NA,NA,NA,NA,0
27874,NM_057164.5,COL6A3,NA,NA,NA,NA,0
27875,NM_001281474.2,MLPH,0,1,NA,0,0.219228713
27876,NM_001281473.2,MLPH,-0.004578835,0.9955991,NA,-0.005515738,3.26168965
27877,NM_001042467.3,MLPH,0,1,NA,0,0.096960149
27878,NM_024101.7,MLPH,NA,NA,NA,NA,0
27879,NM_015893.1,PRLH,NA,NA,NA,NA,0
27880,NM_022449.4,RAB17,-1.395513753,0.161495013,NA,-1.400061133,5.121748569
27881,NM_004735.4,LRRFIP1,-0.223271443,0.830879957,NA,-0.213573127,2.342105583
27882,NM_001137552.2,LRRFIP1,NA,NA,NA,NA,0
27883,NM_005855.4,RAMP1,-1.297110464,0.330941154,NA,-0.972219918,6.14427741
27884,NM_001308353.2,RAMP1,0,1,NA,0,0.056563786
27885,NM_194312.4,ESPNL,NA,NA,NA,NA,0
27886,NM_198582.4,KLHL30,0,1,NA,0,0.030360204
27887,NM_018645.6,HES6,-1.921976598,0.798823359,NA,-0.254870193,0.293911783
27888,NM_001142853.3,HES6,0,1,NA,0,0.154623986
27889,NM_022817.3,PER2,-0.168356106,0.855081122,NA,-0.182639203,2.917187223
27890,NM_015650.4,TRAF3IP1,0.51083185,0.764184026,NA,0.299990993,0.898646963
27891,NM_001040445.3,ASB1,-2.612748899,0.053071779,NA,-1.934336412,8.765521928
27892,NM_057179.3,TWIST2,-0.48151955,0.812954086,NA,-0.2366168,0.650860945
27893,NM_001271893.4,TWIST2,-0.23855833,0.624445459,NA,-0.489559757,9.00944604
27894,NM_001322020.2,NDUFA10,-1.492498406,0.419778793,NA,-0.806805078,0.848213247
27895,NM_001005853.1,OR6B2,0,1,NA,0,0.031656061
27896,NM_138336.1,COPS9,0,1,NA,0,0.124491966
27897,NM_148961.4,OTOS,NA,NA,NA,NA,0
27898,NM_002081.3,GPC1,-2.653967032,0.146784225,NA,-1.450984324,2.649962214
27899,NM_001282771.3,ANKMY1,NA,NA,NA,NA,0
27900,NM_001282780.2,ANKMY1,-3.253580396,0.123073932,NA,-1.541998609,0.691064417
27901,NM_017844.4,ANKMY1,-0.496252448,0.821521327,NA,-0.225588704,1.053031852
27902,NM_001282781.2,ANKMY1,NA,NA,NA,NA,0
27903,NM_016552.5,ANKMY1,-0.80980088,0.57060468,NA,-0.56716118,1.244274763
27904,NM_001354023.2,ANKMY1,NA,NA,NA,NA,0
27905,NM_001354025.2,,-0.492450224,0.800555658,NA,-0.252628042,0.902523008
27906,NM_001308375.2,ANKMY1,NA,NA,NA,NA,0
27907,NM_001354024.2,ANKMY1,-1.034516894,0.730199615,NA,-0.344860011,0.865290841
27908,NM_001033575.1,DUSP28,-2.515477597,0.177213055,NA,-1.349385876,0.777570862
27909,NM_001370465.2,DUSP28,0.358429319,0.635268532,NA,0.474324488,3.770326439
27910,NM_018226.6,RNPEPL1,-2.297215874,0.107836581,NA,-1.607993596,4.678530648
27911,NM_023085.4,CAPN10,-0.0581116,0.972075157,NA,-0.035005749,1.387496485
27912,NM_023083.4,CAPN10,-2.667356765,0.209736881,NA,-1.254289275,3.216840717
27913,NM_001195382.2,GPR35,0,1,NA,0,0.032696623
27914,NM_001195381.2,GPR35,-0.484805487,0.804134157,NA,-0.248000322,0.840685463
27915,NM_001102467.2,AQP12B,NA,NA,NA,NA,0
27916,NM_198998.3,AQP12A,NA,NA,NA,NA,0
27917,NM_001330290.2,KIF1A,-1.933926323,0.606203874,NA,-0.515499708,0.477192634
27918,NM_001330289.2,KIF1A,-1.183926826,0.136845158,NA,-1.487642654,6.391246123
27919,NM_000030.3,AGXT,-1.929784927,0.349590293,NA,-0.935384285,0.60833064
27920,NM_001282921.2,MAB21L4,NA,NA,NA,NA,0
27921,NM_024861.4,MAB21L4,0.189963972,0.860118396,NA,0.176223453,2.153548276
27922,NM_001085437.3,MAB21L4,NA,NA,NA,NA,0
27923,NM_001351305.2,CROCC2,NA,NA,NA,NA,0
27924,NM_001080437.3,SNED1,-0.382743157,0.616346673,NA,-0.501034741,4.128447677
27925,NM_001252119.2,PASK,-1.929143626,0.523568823,NA,-0.637853848,0.724615769
27926,NM_001252122.2,PASK,-1.988295191,0.380584489,NA,-0.876819862,2.515899359
27927,NM_001252124.2,PASK,-0.040159851,0.941792619,NA,-0.073016963,7.892800568
27928,NM_001282413.1,PPP1R7,NA,NA,NA,NA,0
27929,NM_001282412.1,PPP1R7,1.838037878,0.232095195,NA,1.194979102,1.890810431
27930,NM_001282411.1,PPP1R7,-0.492347107,0.811116303,NA,-0.238986175,0.647716408
27931,NM_001282410.1,PPP1R7,-2.93434234,0.362262953,NA,-0.911061532,0.841515735
27932,NM_001282409.1,PPP1R7,NA,NA,NA,NA,0
27933,NM_001001666.4,ANO7,NA,NA,NA,NA,0
27934,NM_001321032.2,SEPTIN2,NA,NA,NA,NA,0
27935,NM_001282983.2,FARP2,-0.948991137,0.358216349,NA,-0.918769117,3.317840169
27936,NM_014808.4,FARP2,-0.77082592,0.338576466,NA,-0.956981751,5.612770236
27937,NM_001271978.2,STK25,0,1,NA,0,0.090690529
27938,NM_001271977.2,STK25,NA,NA,NA,NA,0
27939,NM_001282306.2,STK25,-0.831614484,0.629972868,NA,-0.481765038,1.309372145
27940,NM_001271979.2,STK25,NA,NA,NA,NA,0
27941,NM_006374.5,STK25,-0.221570333,0.85878938,NA,-0.177915446,2.173095661
27942,NM_001271980.2,STK25,-1.929043688,0.4683928,NA,-0.725096551,0.501538277
27943,NM_001282308.2,STK25,0,1,NA,0,0.205061106
27944,NM_032515.5,BOK,-1.49216858,0.414087165,NA,-0.816722264,1.429239765
27945,NM_001320904.2,DTYMK,-0.333821854,0.736214719,NA,-0.336870242,3.092549541
27946,NM_001165031.2,DTYMK,-3.519344847,0.155026281,NA,-1.421999898,1.221495606
27947,NM_001320903.2,DTYMK,-1.933926094,0.601080116,NA,-0.522847881,0.385082378
27948,NM_001320902.2,DTYMK,-1.034396322,0.831217291,NA,-0.213140609,0.855212124
27949,NM_001287249.2,D2HGDH,-2.190994673,0.166872569,NA,-1.382322927,4.59726402
27950,NM_001352824.2,D2HGDH,-1.934537818,0.660532974,NA,-0.439177435,0.552995375
27951,NM_152783.5,D2HGDH,NA,NA,NA,NA,0
27952,NM_022134.3,GAL3ST2,0,1,NA,0,0.164673248
27953,NM_001167600.3,NEU4,NA,NA,NA,NA,0
27954,NM_001167601.3,NEU4,NA,NA,NA,NA,0
27955,NM_080741.4,NEU4,NA,NA,NA,NA,0
27956,NM_001167599.3,NEU4,NA,NA,NA,NA,0
27957,NM_001167602.3,NEU4,NA,NA,NA,NA,0
27958,NM_005018.3,PDCD1,NA,NA,NA,NA,0
27959,NM_173821.3,RTP5,NA,NA,NA,NA,0
27960,NM_153325.4,DEFB125,NA,NA,NA,NA,0
27961,NM_030931.4,DEFB126,-0.229947884,0.861440001,NA,-0.174541396,1.114697979
27962,NM_139074.4,DEFB127,NA,NA,NA,NA,0
27963,NM_001037732.3,DEFB128,NA,NA,NA,NA,0
27964,NM_080831.4,DEFB129,NA,NA,NA,NA,0
27965,NM_207469.3,DEFB132,NA,NA,NA,NA,0
27966,NM_001323680.2,NRSN2,-1.681315304,0.314954864,NA,-1.004879527,2.098997434
27967,NM_001323681.2,NRSN2,-2.056723781,0.037813026,NA,-2.076875781,5.956254471
27968,NM_001323679.2,NRSN2,0.615173288,0.674400373,NA,0.420116468,7.756520762
27969,NM_001323683.2,NRSN2,NA,NA,NA,NA,0
27970,NM_001323682.2,NRSN2,-3.251903261,0.137529154,NA,-1.485055382,0.984864008
27971,NM_001323684.2,NRSN2,0,1,NA,0,0.413094609
27972,NM_001323685.2,NRSN2,-1.406663548,0.219491682,NA,-1.227880896,3.796444302
27973,NM_021158.4,TRIB3,-0.49485593,0.814014032,NA,-0.235250861,0.807354011
27974,NM_001301196.1,TRIB3,-1.933934161,0.600760409,NA,-0.523307318,0.351256585
27975,NM_001301201.1,TRIB3,1.408686352,0.852177086,NA,0.186341345,0.248237229
27976,NM_001301190.1,TRIB3,0,1,NA,0,0.576590183
27977,NM_001301193.1,TRIB3,NA,NA,NA,NA,0
27978,NM_001323958.2,RBCK1,0.275997922,0.811980712,NA,0.237871563,1.984124389
27979,NM_006462.6,RBCK1,NA,NA,NA,NA,0
27980,NM_177559.3,CSNK2A1,0.183023032,0.850331183,NA,0.188695878,4.0224373
27981,NM_001362770.2,CSNK2A1,0,1,NA,0,0.172740778
27982,NM_177560.3,CSNK2A1,3.305158981,0.003357018,NA,2.933001945,7.027663798
27983,NM_004609.3,TCF15,NA,NA,NA,NA,0
27984,NM_033129.4,SCRT2,NA,NA,NA,NA,0
27985,NM_033409.4,SLC52A3,NA,NA,NA,NA,0
27986,NM_001370086.1,SLC52A3,0,1,NA,0,0.189655266
27987,NM_001370085.1,SLC52A3,NA,NA,NA,NA,0
27988,NM_001289146.2,FAM110A,NA,NA,NA,NA,0
27989,NM_001042353.3,FAM110A,0,1,NA,0,0.218942369
27990,NM_001289145.2,FAM110A,1.356509132,0.793571633,NA,0.261675498,0.364379222
27991,NM_207121.5,FAM110A,-1.221367234,0.289630467,NA,-1.05893262,2.498392985
27992,NM_031424.6,FAM110A,0,1,NA,0,0.212303475
27993,NM_015985.4,ANGPT4,0,1,NA,0,0.092026501
27994,NM_001322809.2,ANGPT4,0.414258154,0.846860594,NA,0.193125613,0.619836404
27995,NM_001029871.4,RSPO4,-1.489947453,0.376284551,NA,-0.884762847,2.299844206
27996,NM_001040007.3,RSPO4,0.13325928,0.855867161,NA,0.181637573,4.779959092
27997,NM_001323407.2,PSMF1,0,1,NA,0,0.032953778
27998,NM_001323408.2,PSMF1,0,1,NA,0,0.065186297
27999,NM_001323410.2,PSMF1,NA,NA,NA,NA,0
28000,NM_001323409.2,PSMF1,2.84185101,0.038846346,NA,2.065810817,1.67018139
28001,NM_001304748.1,TMEM74B,-1.074324341,0.376380454,NA,-0.884585086,4.873137698
28002,NM_001304749.2,TMEM74B,0,1,NA,0,0.132026464
28003,NM_001009612.3,,-0.073215933,0.961056813,NA,-0.048827442,0.893211616
28004,NM_014723.4,SNPH,-1.296437447,0.314169874,NA,-1.006510893,2.316174872
28005,NM_001318234.2,SNPH,-1.929876755,0.360051868,NA,-0.915266258,0.780621783
28006,NM_080489.5,SDCBP2,-1.073273033,0.419104237,NA,-0.80797628,1.785918088
28007,NM_001199786.1,FKBP1A,0.927094039,0.508642628,NA,0.660952731,1.29658444
28008,NM_001122962.2,SIRPB2,NA,NA,NA,NA,0
28009,NM_001134836.2,SIRPB2,-1.034330223,0.891227086,NA,-0.13675167,0.184020308
28010,NM_178460.3,SIRPD,NA,NA,NA,NA,0
28011,NM_001135844.4,SIRPB1,NA,NA,NA,NA,0
28012,NM_001329157.2,SIRPB1,NA,NA,NA,NA,0
28013,NM_018556.4,SIRPG,NA,NA,NA,NA,0
28014,NM_080816.3,SIRPG,NA,NA,NA,NA,0
28015,NM_001330728.1,SIRPA,-3.738216398,0.034856547,NA,-2.110021003,1.08279882
28016,NM_080792.3,SIRPA,NA,NA,NA,NA,0
28017,NM_001040023.2,SIRPA,-0.085677906,0.95533465,NA,-0.056008984,1.019886758
28018,NM_001190892.1,PDYN,NA,NA,NA,NA,0
28019,NM_001190900.1,PDYN,NA,NA,NA,NA,0
28020,NM_001190899.2,PDYN,NA,NA,NA,NA,0
28021,NM_024411.5,PDYN,NA,NA,NA,NA,0
28022,NM_001190898.3,PDYN,NA,NA,NA,NA,0
28023,NM_003245.4,TGM3,0,1,NA,0,0.251909271
28024,NM_001254734.2,TGM6,NA,NA,NA,NA,0
28025,NM_198994.3,TGM6,NA,NA,NA,NA,0
28026,NM_001321801.2,ZNF343,-0.47330101,0.862767563,NA,-0.172852254,0.543985415
28027,NM_001321803.2,ZNF343,2.994693499,0.399778815,NA,0.842016326,0.411015549
28028,NM_001321800.2,ZNF343,-0.478331835,0.839466945,NA,-0.202575367,0.636188782
28029,NM_001282497.2,ZNF343,-0.32564481,0.64089746,NA,-0.466444368,5.421361422
28030,NM_001321802.2,ZNF343,0.931213427,0.243798498,NA,1.165544895,4.087841122
28031,NM_024325.6,ZNF343,0.202454655,0.772804108,NA,0.288708956,6.496741847
28032,NM_001321805.2,ZNF343,-0.160000082,0.823584128,NA,-0.222937528,4.388855075
28033,NM_001282496.2,ZNF343,0,1,NA,0,0.115371957
28034,NM_001282495.1,ZNF343,0.125908,0.837380739,NA,0.205244967,6.482151585
28035,NM_019609.5,CPXM1,0,1,NA,0,0.064388677
28036,NM_001184699.2,CPXM1,NA,NA,NA,NA,0
28037,NM_001256538.2,C20orf141,-1.034424961,0.891217185,NA,-0.136764196,0.122274847
28038,NM_080739.2,C20orf141,0,1,NA,0,0.033751398
28039,NM_001318207.1,TMEM239,-1.034531173,0.782106927,NA,-0.276574396,0.336369114
28040,NM_001167670.3,TMEM239,NA,NA,NA,NA,0
28041,NM_001310220.2,GNRH2,0,1,NA,0,0.066533173
28042,NM_178332.2,GNRH2,0,1,NA,0,0.282630852
28043,NM_178331.2,GNRH2,NA,NA,NA,NA,0
28044,NM_001501.2,GNRH2,0,1,NA,0,0.221563174
28045,NM_000915.4,OXT,NA,NA,NA,NA,0
28046,NM_000490.5,AVP,NA,NA,NA,NA,0
28047,NM_014948.4,UBOX5,-2.518157536,0.30953278,NA,-1.016202891,1.363405108
28048,NM_001267584.2,UBOX5,-0.809559679,0.634954735,NA,-0.474764646,1.084278946
28049,NM_199415.3,UBOX5,-0.295781055,0.776023081,NA,-0.28450542,2.519783894
28050,NM_001365618.1,LZTS3,NA,NA,NA,NA,0
28051,NM_001367609.1,LZTS3,-1.934205828,0.695492958,NA,-0.391411683,0.490888044
28052,NM_001324238.2,ITPA,-1.083404763,0.647797792,NA,-0.456823668,1.025989602
28053,NM_001324237.2,ITPA,-0.250967802,0.717444135,NA,-0.36187675,6.190910596
28054,NM_001351739.2,ITPA,0,1,NA,0,0.031491156
28055,NM_181493.4,ITPA,0.445455382,0.945329538,NA,0.068572966,0.245662088
28056,NM_001267623.2,ITPA,-0.499645057,0.849264726,NA,-0.190056666,0.506201516
28057,NM_001324240.2,ITPA,-1.933164141,0.47418344,NA,-0.715688943,0.540446516
28058,NM_001174089.2,SLC4A11,-0.810848822,0.470331376,NA,-0.721939986,3.407062922
28059,NM_001363745.2,SLC4A11,0.431765406,0.897822361,NA,0.128412725,0.491344767
28060,NM_139322.4,ATRN,NA,NA,NA,NA,0
28061,NM_001323332.2,ATRN,NA,NA,NA,NA,0
28062,NM_001367089.1,SIGLEC1,NA,NA,NA,NA,0
28063,NM_023068.4,SIGLEC1,NA,NA,NA,NA,0
